Product_ID,Product_Name,Brand,Category,Price,Rating,Reviews,Sales_INR,Skin_Type,Ingredient_Type,Launch_Year,Country
18,Radiant Absolute Blur Perfect Primer Nude 30 pcs,Lakme,Makeup,786.61,3.6,15484,215747,Sensitive,Hyaluronic Acid,2023,India
19,Advanced All Day Matte Compact 15g,Nykaa,Makeup,1235.5,3.6,53754,543979,Sensitive,Ceramides,2022,India
20,Expert Eyelash Curler 100ml,Lakme,Tools,913.1,4.2,10158,93668,Normal,Shea Butter,2021,India
21,Advanced Beauty Blender 50ml,Good Vibes,Tools,1861.5,3.9,1286,67410,Oily,Retinol,2018,India
22,Matte Hyperfix Primer 250ml,Blue Heaven,Makeup,554.55,4.5,59378,994582,Combination,Turmeric,2020,India
23,Matte Gentle Baby Shampoo 30g,The Moms Co.,Haircare,770.83,4.2,51507,429516,Dry,Neem,2021,India
24,Fresh Contour De Force Mini Blush Nude 100ml,Sugar Cosmetics,Makeup,443.59,4.3,45145,589963,Combination,Vitamin C,2018,India
25,Pure Travel Beauty Sponge 120 ml,Nykaa,Tools,1700.9,4.8,23673,450902,Sensitive,Rose Water,2018,India
26,Ultra Niacinamide 10% Serum 30 pcs,Minimalist,Skincare,3771.78,3.3,100256,987341,Dry,Charcoal,2019,India
27,Expert Long Lasting Roll-On 30 pcs,Blue Heaven,Fragrance,4352.08,4.5,16195,282599,Oily,Hyaluronic Acid,2018,India
28,Fresh Delicate Facial Cleanser 30 pcs,Forest Essentials,Skincare,1912.21,4.4,91497,1309628,Dry,Amla,2018,India
29,Matte Hyper Stay Lipstick Caramel 100ml,Blue Heaven,Makeup,1139.55,3.9,68274,479593,Sensitive,Amla,2020,India
30,Advanced Oil Clear Face Pack 250ml,Himalaya,Skincare,3185.74,4.7,34117,475597,Oily,Retinol,2019,India
31,Pro Hyperfix Primer 250ml,Blue Heaven,Makeup,1702.52,4.8,74900,786056,Sensitive,Vitamin C,2021,India
32,Daily Floral Crush Eau de Parfum 120 ml,Nykaa,Fragrance,1373.96,4.6,734,38539,Normal,Rose Water,2022,India
33,Hydra Ubtan Face Wash 120 ml,Mamaearth,Skincare,613.51,4.2,97212,969814,Oily,Keratin,2021,India
34,Soft Oil Clear Face Pack 30g,Himalaya,Skincare,2938.81,4.2,45502,569801,Combination,Salicylic Acid,2019,India
35,Hydra Purifying Neem Pack 100ml,Himalaya,Skincare,3293.2,4.1,110053,838479,Oily,Turmeric,2023,India
36,Fresh Curl Care Shampoo 10 ml,Arata,Haircare,906.35,3.6,38049,374624,Normal,Keratin,2019,India
37,Bright Biotin Hair Mask 30 pcs,St. Botanica,Haircare,965.88,3.6,29023,199722,Oily,Saffron,2021,India
38,Radiant Deep Repair Conditioner 50ml,Quench Botanics,Haircare,1143.76,4.9,3759,48910,All Skin Types,Rose Water,2022,India
39,Hydra Contour De Force Mini Blush Warm Beige 10 ml,Sugar Cosmetics,Makeup,2170.71,3.5,79134,356334,Combination,Niacinamide,2024,India
40,Soft Hair Repair Mask 200ml,Arata,Haircare,510.58,4.1,19324,251340,Normal,Rose Water,2020,India
41,Hydra Brow Definer 30 pcs,Sugar Cosmetics,Makeup,1637.77,3.1,9278,126517,All Skin Types,Keratin,2023,India
42,Hydra Herbals Night Cream 30 pcs,Himalaya,Skincare,2705.11,4.6,12187,211405,Dry,Coconut,2019,India
43,Hydra Pencil Eyeliner 100ml,Blue Heaven,Makeup,1508.65,3.9,61547,376285,Dry,Aloe Vera,2021,India
44,Matte Liquid Concealer 30 pcs,Swiss Beauty,Makeup,1890.04,3.7,76835,1038905,Sensitive,Turmeric,2022,India
45,Expert Bamboo Sheet Mask 6 g,Mamaearth,Skincare,3312.82,3.6,8200,156145,Combination,Vitamin C,2018,India
46,Daily Oil Clear Face Pack 50ml,Himalaya,Skincare,1225.87,3.1,46277,609365,Sensitive,Argan Oil,2022,India
47,Glow Eyebrow Brush 30 pcs,Nykaa,Tools,1956.36,4.4,12186,161628,All Skin Types,Vitamin C,2024,India
48,Advanced Powder Brush 6 g,Blue Heaven,Tools,1805.28,3.7,29847,541697,Oily,Salicylic Acid,2018,India
49,Fresh Skin Genius Foundation Honey 50ml,Nykaa,Makeup,821.99,3.6,36702,477886,Dry,Ceramides,2020,India
50,Revive Nargis Perfume 120 ml,Forest Essentials,Fragrance,882.56,3.1,40559,503307,Normal,Salicylic Acid,2019,India
51,Expert Aloe Vera Hydrating Mist 50ml,Forest Essentials,Skincare,1002.62,3.0,72856,857498,All Skin Types,Argan Oil,2023,India
52,Herbal Vitamin C 10% Serum 10 ml,Minimalist,Skincare,2410.88,3.1,118976,2053183,Oily,Amla,2024,India
53,Ultra Moi Perfume 6 g,Nykaa,Fragrance,4959.12,3.7,24458,330436,All Skin Types,Aloe Vera,2022,India
54,Pro Classic Eau de Cologne 10 ml,Blue Heaven,Fragrance,2453.28,4.3,26316,305779,Oily,Rose Water,2019,India
55,Expert Niacinamide 10% Serum 120 ml,Minimalist,Skincare,2123.34,3.7,78941,641928,Oily,Amla,2020,India
56,Daily Anti-Hairfall Shampoo 50ml,mCaffeine,Haircare,1313.32,4.4,65229,497703,All Skin Types,Retinol,2021,India
57,Herbal Stroke Of Genius Heavy-Duty Kajal Rose Beige 30g,Sugar Cosmetics,Makeup,375.8,3.4,5404,46426,Normal,Ceramides,2021,India
58,Expert YouthRx Anti-Ageing Cream 30 pcs,Lotus Herbals,Skincare,3836.41,4.7,68560,942041,Dry,Ceramides,2023,India
59,Soft Silk Skin Face Oil 50ml,Forest Essentials,Skincare,1806.13,3.9,33555,432735,Dry,Aloe Vera,2019,India
60,Revive YouthRx Anti-Ageing Cream 15g,Lotus Herbals,Skincare,3148.87,3.1,43681,364871,Dry,Rose Water,2023,India
61,Advanced Safe Sun UV Screen Matte Gel 50ml,Lotus Herbals,Skincare,4192.31,4.6,79229,1353846,Normal,Tea Tree,2021,India
62,Herbal Delicate Facial Cleanser 120 ml,Forest Essentials,Skincare,3478.79,4.7,112094,454991,Dry,Rose Water,2024,India
63,Bright Vitamin C Serum 120 ml,Mamaearth,Skincare,2764.04,4.8,118630,506230,Dry,Vitamin C,2019,India
64,Soft Ceramide Barrier Cream 250ml,Minimalist,Skincare,166.26,4.4,94502,1050463,Sensitive,Argan Oil,2024,India
65,Matte Bamboo Sheet Mask 10 ml,Mamaearth,Skincare,3374.34,4.9,84234,572788,Oily,Hyaluronic Acid,2022,India
66,Radiant Coffee Scalp Scrub 10 ml,mCaffeine,Haircare,841.74,4.4,42441,293201,All Skin Types,Shea Butter,2023,India
67,Soft Argan Oil Shampoo 200ml,St. Botanica,Haircare,614.63,3.1,17745,247771,Combination,Shea Butter,2023,India
68,Classic 9 to 5 Primer + Matte Foundation Caramel 50ml,Lakme,Makeup,2053.25,4.3,72433,555576,Combination,Shea Butter,2020,India
69,Ultra Jasmine & Saffron Mist 250ml,Forest Essentials,Fragrance,2522.87,3.2,22924,292257,Oily,Keratin,2019,India
70,Classic Deep Repair Conditioner 50ml,Quench Botanics,Haircare,1915.92,4.3,24209,350935,Oily,Amla,2024,India
71,Soft Niacinamide 10% Serum 30g,Minimalist,Skincare,3959.44,4.8,94747,499899,Combination,Amla,2023,India
72,Fresh Smudge Me Not Liquid Lipstick 120 ml,Sugar Cosmetics,Makeup,1205.58,4.8,47998,577141,Oily,Shea Butter,2020,India
73,Radiant Eyelash Curler 120 ml,Lakme,Tools,2138.82,3.5,21438,304899,Oily,Amla,2020,India
74,Bright Tool Kit Set 15g,Good Vibes,Tools,2099.71,3.7,14228,144726,Normal,Coconut,2019,India
75,Pro Luxury Collection Body Mist 15g,Bella Vita,Fragrance,2877.47,3.6,25289,444116,All Skin Types,Aloe Vera,2021,India
76,Matte Curl Care Shampoo 30g,Arata,Haircare,512.15,5.0,43851,262265,Oily,Ceramides,2021,India
77,Expert CEO Man Eau de Parfum 50ml,Bella Vita,Fragrance,1282.5,3.9,17686,194683,Dry,Saffron,2020,India
78,Radiant Bio Papaya Revitalizing Tan Removal Scrub 120 ml,Biotique,Skincare,777.43,4.2,79689,381089,Dry,Argan Oil,2020,India
79,Herbal Pore Cleansing Brush 100ml,Good Vibes,Tools,1630.21,4.7,26387,149593,Normal,Amla,2019,India
80,Advanced Paintstix Lip Crayon 6 g,Nykaa,Makeup,513.08,4.0,48349,344611,Dry,Argan Oil,2020,India
81,Daily Hair Revival Serum 6 g,St. Botanica,Haircare,1893.01,3.8,13428,117356,Combination,Salicylic Acid,2022,India
82,Bright Hair Repair Mask 10 ml,Arata,Haircare,281.57,3.4,47475,357041,Normal,Retinol,2018,India
83,Matte Cappuccino Hair Mask 120 ml,mCaffeine,Haircare,911.95,3.5,14814,110972,Oily,Neem,2019,India
84,Advanced Oudh & Amber Perfume 100ml,Forest Essentials,Fragrance,2347.48,4.3,41961,741531,All Skin Types,Argan Oil,2021,India
85,Expert Ubtan Face Wash 100ml,Mamaearth,Skincare,586.96,3.7,8184,134645,Oily,Shea Butter,2018,India
86,Ultra Matte Mousse Foundation Nude 30 pcs,Bella Vita,Makeup,445.3,4.4,19885,134159,Combination,Neem,2020,India
87,Pure Face Roller 200ml,Blue Heaven,Tools,3145.29,4.7,23554,429504,Sensitive,Amla,2018,India
88,Daily Coffee Scalp Scrub 6 g,mCaffeine,Haircare,543.78,4.2,42343,170033,Dry,Retinol,2020,India
89,Soft Hyper Stay Lipstick 250ml,Blue Heaven,Makeup,904.84,3.5,30671,213328,Sensitive,Retinol,2020,India
90,Soft Ace Of Face Foundation Stick 15g,Sugar Cosmetics,Makeup,1262.49,4.4,72852,818357,All Skin Types,Saffron,2024,India
91,Classic Keratin Hair Mask 15g,WOW Skin Science,Haircare,1046.36,3.7,46107,517027,Combination,Vitamin C,2023,India
92,Classic Strengthening Hair Serum 30 pcs,Arata,Haircare,1568.44,4.8,10538,102599,Combination,Retinol,2023,India
93,Revive Pocket Perfume 30 pcs,Blue Heaven,Fragrance,5249.92,4.2,39587,559173,Sensitive,Vitamin C,2023,India
94,Pro Powder Brush 100ml,Blue Heaven,Tools,1152.55,3.3,6584,58418,Sensitive,Aloe Vera,2020,India
95,Classic Cheek Tint 100ml,Bella Vita,Makeup,1702.3,4.9,69197,1074544,Oily,Tea Tree,2024,India
96,Classic Neem Face Wash 30 pcs,Himalaya,Skincare,2832.07,4.9,76631,410097,Sensitive,Retinol,2018,India
97,Radiant Liquid Concealer Honey 120 ml,Swiss Beauty,Makeup,465.17,4.4,55287,289584,Oily,Neem,2024,India
98,Classic Kumkumadi Face Oil 10 ml,Kama Ayurveda,Skincare,2831.27,3.3,49013,610533,Dry,Keratin,2023,India
99,Bright Biotin Hair Mask 6 g,St. Botanica,Haircare,1606.0,4.9,27915,291099,Normal,Charcoal,2024,India
100,Revive Hyper Stay Lipstick Beige 250ml,Blue Heaven,Makeup,394.72,3.3,20402,250173,Dry,Vitamin C,2024,India
101,Radiant Tejasvi Brightening Serum 50ml,Forest Essentials,Skincare,2796.52,3.3,75526,939880,Oily,Coconut,2023,India
102,Pure Deep Repair Conditioner 250ml,Quench Botanics,Haircare,2025.81,3.8,24921,361619,All Skin Types,Turmeric,2020,India
103,Bright Pencil Eyeliner Warm Beige 200ml,Blue Heaven,Makeup,990.41,3.9,39383,242109,Combination,Amla,2019,India
104,Fresh Artisto Kajal Ivory 250ml,Blue Heaven,Makeup,1051.99,3.3,5869,133524,All Skin Types,Aloe Vera,2022,India
105,Classic Neem Face Wash 10 ml,Himalaya,Skincare,742.89,4.6,63028,783670,Dry,Hyaluronic Acid,2019,India
106,Daily Scalp Detox Treatment 30 pcs,Arata,Haircare,1196.37,4.6,60869,255465,Dry,Charcoal,2018,India
107,Pure Stroke Of Genius Heavy-Duty Kajal 50ml,Sugar Cosmetics,Makeup,1620.2,3.7,49333,662643,Sensitive,Charcoal,2024,India
108,Pro Beauty Sponge 100ml,Blue Heaven,Tools,1332.7,4.5,3946,66120,Normal,Coconut,2022,India
109,Bright Oil-Free Moisturizer 250ml,Mamaearth,Skincare,2221.27,4.5,29621,399998,Normal,Keratin,2024,India
110,Classic Stay On Foundation Almond 30 pcs,Swiss Beauty,Makeup,393.43,3.4,79355,1117698,All Skin Types,Tea Tree,2020,India
111,Radiant Delicate Facial Cleanser 120 ml,Forest Essentials,Skincare,2245.4,4.4,50938,383858,All Skin Types,Shea Butter,2018,India
112,Fresh Woodland Musk Perfume 30g,Nykaa,Fragrance,945.92,5.0,44849,558283,Oily,Keratin,2024,India
113,Matte Radiance Mask 250ml,Lotus Herbals,Skincare,1141.33,4.9,117882,1342011,Sensitive,Amla,2018,India
114,Soft Oud Eternity Perfume 6 g,Bella Vita,Fragrance,1946.73,3.1,43353,177563,Sensitive,Niacinamide,2019,India
115,Fresh Red Onion Hair Conditioner 50ml,WOW Skin Science,Haircare,310.59,4.2,541,46138,Normal,Shea Butter,2020,India
116,Hydra Matte Mousse Foundation Beige 120 ml,Bella Vita,Makeup,1049.96,4.8,71621,942022,Normal,Shea Butter,2021,India
117,Daily Retinol 0.3% Night Cream 15g,Minimalist,Skincare,3918.15,4.0,91218,1543487,Combination,Charcoal,2020,India
118,Pure Makeup Mirror 10 ml,Nykaa,Tools,2180.6,4.1,26359,416908,Dry,Coconut,2020,India
119,Revive Brow Definer 6 g,Sugar Cosmetics,Makeup,1224.15,4.4,36546,203806,Combination,Amla,2021,India
120,Pure Eyeliner Pen 30g,Good Vibes,Makeup,365.28,4.2,51834,456578,Sensitive,Charcoal,2021,India
121,Expert Aloe Vera Hydrating Mist 6 g,Forest Essentials,Skincare,1130.74,4.4,63133,245838,Dry,Salicylic Acid,2019,India
122,Pure Onion Black Seed Hair Oil 100ml,WOW Skin Science,Haircare,1556.71,3.6,15532,151282,All Skin Types,Charcoal,2018,India
123,Glow Vitamin C 10% Serum 250ml,Minimalist,Skincare,1313.16,3.7,71295,516681,Dry,Keratin,2019,India
124,Expert Artisto Kajal 30 pcs,Blue Heaven,Makeup,2007.74,3.3,3559,95383,Normal,Charcoal,2024,India
125,Revive Delicate Facial Cleanser 120 ml,Forest Essentials,Skincare,1858.26,3.9,34644,358356,All Skin Types,Hyaluronic Acid,2021,India
126,Matte Glossy Lip Oil 50ml,Bella Vita,Makeup,545.67,3.0,53367,301798,Combination,Aloe Vera,2018,India
127,Expert Deep Repair Conditioner 200ml,Quench Botanics,Haircare,259.93,3.9,43051,218591,Sensitive,Amla,2020,India
128,Matte Eyelash Curler 10 ml,Swiss Beauty,Tools,689.02,3.3,14540,214573,Combination,Niacinamide,2022,India
129,Daily Aloe Vera Hydrating Mist 15g,Forest Essentials,Skincare,3725.54,4.7,102180,1475172,Oily,Retinol,2018,India
130,Soft Ultra Blush Palette 100ml,Swiss Beauty,Makeup,1911.23,5.0,65333,681304,Sensitive,Coconut,2022,India
131,Advanced Luxury Liquid Lipstick 200ml,Bella Vita,Makeup,2347.27,4.4,36447,667008,Dry,Neem,2019,India
132,Ultra Absolute Blur Perfect Primer Mocha 100ml,Lakme,Makeup,818.23,3.6,4357,89385,Sensitive,Turmeric,2021,India
133,Daily Damage Repair Mask 120 ml,The Moms Co.,Haircare,1472.62,4.0,3784,53701,Sensitive,Saffron,2020,India
134,Matte Neem Face Wash 120 ml,Himalaya,Skincare,4165.31,4.2,320,29586,Sensitive,Salicylic Acid,2019,India
135,Herbal Hyper Stay Lipstick 120 ml,Blue Heaven,Makeup,1473.93,3.4,49460,786089,Normal,Retinol,2022,India
136,Fresh Bio Morning Nectar Moisturizer 250ml,Biotique,Skincare,617.99,4.8,102326,1155980,Dry,Retinol,2023,India
137,Matte Soundarya Radiance Cream 120 ml,Forest Essentials,Skincare,4121.15,4.3,54693,599546,Combination,Tea Tree,2022,India
138,Matte Neem Face Wash 10 ml,Himalaya,Skincare,4331.97,3.9,23819,354982,Normal,Tea Tree,2018,India
139,Ultra Bio Sandalwood Sunscreen 120 ml,Biotique,Skincare,1987.76,3.9,5477,83641,Combination,Rose Water,2022,India
140,Expert Eyeconic Kajal Beige 15g,Lakme,Makeup,1066.83,4.4,9810,145735,Oily,Argan Oil,2018,India
141,Ultra Lip Crayon Warm Beige 30 pcs,Bella Vita,Makeup,989.32,4.3,64501,725665,Dry,Shea Butter,2020,India
142,Pro Brazilian Keratin Conditioner 6 g,St. Botanica,Haircare,533.63,4.8,56093,375955,All Skin Types,Rose Water,2020,India
143,Bright Matte To Last Liquid Lipstick Caramel 6 g,Nykaa,Makeup,1102.59,3.5,59037,469885,Oily,Retinol,2019,India
144,Pure Oudh & Amber Perfume 100ml,Forest Essentials,Fragrance,5211.73,4.1,15917,171399,Sensitive,Amla,2018,India
145,Herbal Bio Cucumber Toner 250ml,Biotique,Skincare,2531.91,3.1,96204,401947,Combination,Hyaluronic Acid,2021,India
146,Fresh Lip & Cheek Tint Caramel 100ml,Good Vibes,Makeup,699.76,3.5,24431,347899,All Skin Types,Ceramides,2022,India
147,Soft Liquid Concealer Almond 200ml,Swiss Beauty,Makeup,2198.28,4.4,80040,602115,Dry,Tea Tree,2024,India
148,Hydra Bio Morning Nectar Moisturizer 10 ml,Biotique,Skincare,2819.7,3.9,51596,956630,Normal,Amla,2021,India
149,Pro 9 to 5 Primer + Matte Foundation 30g,Lakme,Makeup,1710.69,4.9,47921,227297,All Skin Types,Salicylic Acid,2020,India
150,Fresh Hair Revival Serum 200ml,St. Botanica,Haircare,1483.43,3.9,22705,326910,Normal,Argan Oil,2020,India
151,Herbal Makeup Kit Sponge 15g,Blue Heaven,Tools,1791.57,3.2,9054,61433,Dry,Retinol,2021,India
152,Expert Retinol 0.3% Night Cream 6 g,Minimalist,Skincare,3122.09,4.8,55916,220625,All Skin Types,Turmeric,2024,India
153,Radiant Oil Clear Face Pack 15g,Himalaya,Skincare,2515.28,4.8,51218,622172,Dry,Charcoal,2018,India
154,Pure Vitamin C 10% Serum 50ml,Minimalist,Skincare,3921.52,4.4,102901,1549714,Normal,Vitamin C,2018,India
155,Revive Hair Repair Mask 10 ml,Arata,Haircare,453.12,3.7,47727,800301,All Skin Types,Saffron,2018,India
156,Revive Ace Of Face Foundation Stick Caramel 50ml,Sugar Cosmetics,Makeup,748.27,5.0,71889,512905,All Skin Types,Ceramides,2020,India
157,Soft Mogra Parfum 10 ml,Forest Essentials,Fragrance,3960.74,4.4,11049,183448,Dry,Niacinamide,2018,India
158,Classic Bio Sandalwood Sunscreen 250ml,Biotique,Skincare,3651.53,3.9,109916,1413028,Oily,Retinol,2020,India
159,Hydra Blending Brush Duo 100ml,Swiss Beauty,Tools,349.54,4.9,20186,289083,Sensitive,Niacinamide,2024,India
160,Classic Rose & Cardamom Body Mist 250ml,Forest Essentials,Fragrance,1620.94,3.0,18798,134994,Normal,Amla,2022,India
161,Pro Stroke Of Genius Heavy-Duty Kajal Nude 6 g,Sugar Cosmetics,Makeup,1158.31,4.8,80628,1298431,Sensitive,Turmeric,2022,India
162,Soft Damage Repair Mask 30g,The Moms Co.,Haircare,355.06,4.3,4870,28735,All Skin Types,Shea Butter,2018,India
163,Radiant Kajal Sharpener 30g,Blue Heaven,Tools,2305.13,3.2,4447,57082,Combination,Vitamin C,2019,India
164,Soft Artisto Kajal Rose Beige 30g,Blue Heaven,Makeup,1919.18,3.0,21859,123111,Dry,Neem,2021,India
165,Advanced Pencil Eyeliner 10 ml,Blue Heaven,Makeup,1572.77,5.0,47589,415810,All Skin Types,Argan Oil,2021,India
166,Pure Daily Fresh Body Mist 10 ml,Blue Heaven,Fragrance,2696.65,4.7,19874,212807,Sensitive,Rose Water,2023,India
167,Soft Deep Repair Conditioner 200ml,Quench Botanics,Haircare,952.19,4.9,64009,1053820,Sensitive,Tea Tree,2019,India
168,Hydra Apple Cider Vinegar Shampoo 30g,WOW Skin Science,Haircare,1814.07,3.1,21101,276332,Normal,Shea Butter,2024,India
169,Expert Herbals Night Cream 100ml,Himalaya,Skincare,1628.18,3.2,59416,687899,All Skin Types,Retinol,2023,India
170,Revive Anti-Hairfall Shampoo 50ml,mCaffeine,Haircare,584.88,3.9,61638,669208,All Skin Types,Turmeric,2020,India
171,Soft Matte Mousse Foundation 15g,Bella Vita,Makeup,1823.82,3.1,53891,968909,Sensitive,Saffron,2023,India
172,Soft Purifying Neem Pack 30 pcs,Himalaya,Skincare,1935.78,4.8,97320,531320,Dry,Coconut,2020,India
173,Radiant Pocket Perfume 30g,Blue Heaven,Fragrance,785.22,3.9,14519,200787,All Skin Types,Neem,2024,India
174,Soft HD Matte Lipstick 30g,Swiss Beauty,Makeup,1841.92,3.7,13022,111493,Normal,Ceramides,2019,India
175,Herbal Invisible Finish Compact 200ml,Lakme,Makeup,1562.82,4.9,27093,454151,Normal,Niacinamide,2021,India
176,Radiant Soundarya Radiance Cream 30g,Forest Essentials,Skincare,3515.17,4.7,98928,922175,Sensitive,Aloe Vera,2022,India
177,Expert Classic Eau de Cologne 50ml,Blue Heaven,Fragrance,289.78,4.1,16890,110085,Dry,Keratin,2019,India
178,Soft Absolute Blur Perfect Primer Nude 200ml,Lakme,Makeup,2122.62,4.0,61982,267534,Sensitive,Keratin,2022,India
179,Herbal Safe Sun UV Screen Matte Gel 30g,Lotus Herbals,Skincare,2569.83,3.6,2943,41601,Dry,Tea Tree,2022,India
180,Radiant Bio Fruit Face Wash 100ml,Biotique,Skincare,725.3,3.9,23728,156969,Normal,Aloe Vera,2022,India
181,Herbal Aloe Vera Gel 200ml,Mamaearth,Skincare,2992.97,5.0,92321,871514,All Skin Types,Keratin,2023,India
182,Ultra Coffee Scalp Scrub 250ml,mCaffeine,Haircare,601.76,3.3,63346,586353,Combination,Neem,2021,India
183,Fresh Bio Morning Nectar Moisturizer 30g,Biotique,Skincare,1706.71,3.3,108355,1180396,Combination,Coconut,2019,India
184,Pro Aloe Vera Gel 10 ml,Mamaearth,Skincare,1558.36,3.3,118182,509369,Combination,Rose Water,2019,India
185,Advanced Tejasvi Brightening Serum 6 g,Forest Essentials,Skincare,1398.05,3.7,26757,287390,Dry,Niacinamide,2019,India
186,Glow Mogra Eau de Parfum 30g,Kama Ayurveda,Fragrance,3231.34,3.2,11589,97926,Normal,Niacinamide,2024,India
187,Classic Oil-Free Moisturizer 15g,Mamaearth,Skincare,1693.7,4.8,62099,520733,Dry,Argan Oil,2024,India
188,Daily Ultra Blush Palette 15g,Swiss Beauty,Makeup,193.25,4.2,27071,406316,Oily,Shea Butter,2021,India
189,Soft Hyperfix Primer Beige 30 pcs,Blue Heaven,Makeup,479.26,3.3,26944,479577,Combination,Turmeric,2020,India
190,Classic Eyeshadow Kit 10 ml,Swiss Beauty,Makeup,1930.88,3.8,16428,261579,All Skin Types,Saffron,2021,India
191,Pure Nargis Perfume 10 ml,Forest Essentials,Fragrance,591.22,3.9,43164,370283,All Skin Types,Rose Water,2019,India
192,Expert Hyperfix Primer 10 ml,Blue Heaven,Makeup,700.15,4.0,47637,478911,Oily,Saffron,2021,India
193,Fresh Herbals Night Cream 50ml,Himalaya,Skincare,2509.54,3.3,57627,302422,Sensitive,Saffron,2021,India
194,Bright Frizz Control Serum 15g,Quench Botanics,Haircare,1929.03,4.6,1357,36841,All Skin Types,Hyaluronic Acid,2018,India
195,Classic Woodland Musk Perfume 250ml,Nykaa,Fragrance,2297.98,3.8,6666,73849,Oily,Vitamin C,2018,India
196,Advanced Pure Rose Water 6 g,Kama Ayurveda,Skincare,3520.09,4.6,53257,425933,All Skin Types,Retinol,2018,India
197,Hydra Safe Sun UV Screen Matte Gel 120 ml,Lotus Herbals,Skincare,1176.26,3.4,75525,919964,Oily,Argan Oil,2023,India
198,Glow Damage Repair Mask 30 pcs,The Moms Co.,Haircare,1951.57,4.1,2681,56377,Oily,Shea Butter,2019,India
199,Ultra Ultra Blush Palette Ivory 250ml,Swiss Beauty,Makeup,254.65,3.9,55589,600290,Normal,Tea Tree,2020,India
200,Advanced Apple Cider Vinegar Shampoo 15g,WOW Skin Science,Haircare,1072.68,4.0,54318,396292,Dry,Rose Water,2020,India
201,Daily Liquid Concealer Beige 6 g,Swiss Beauty,Makeup,539.52,4.3,79940,402917,Combination,Ceramides,2021,India
202,Revive Neem Face Wash 10 ml,Himalaya,Skincare,1819.62,3.5,15183,197133,Normal,Salicylic Acid,2022,India
203,Classic Beauty Blender 30 pcs,Good Vibes,Tools,1075.45,4.3,24337,198130,Dry,Coconut,2024,India
204,Bright Ultra Blush Palette 15g,Swiss Beauty,Makeup,1056.05,4.2,58302,894923,Dry,Rose Water,2021,India
205,Revive Radiance Mask 30 pcs,Lotus Herbals,Skincare,1277.03,4.3,104984,738162,Oily,Argan Oil,2023,India
206,Radiant Baked Blush Sand 30 pcs,Good Vibes,Makeup,2455.73,3.1,77552,1216757,Dry,Retinol,2024,India
207,Pure Herbals Night Cream 250ml,Himalaya,Skincare,4473.8,4.4,4821,120362,Oily,Niacinamide,2024,India
208,Ultra Pure Rose Water 6 g,Kama Ayurveda,Skincare,3091.74,4.2,107490,1108150,Oily,Argan Oil,2021,India
209,Expert Flawless Finish Compact 100ml,Blue Heaven,Makeup,2238.96,3.7,41895,628024,Normal,Keratin,2019,India
210,Classic Stroke Of Genius Heavy-Duty Kajal 250ml,Sugar Cosmetics,Makeup,1107.79,3.2,39504,514108,Combination,Aloe Vera,2020,India
211,Daily Ayurvedic Body Spray 100ml,Kama Ayurveda,Fragrance,6375.86,3.6,33868,431745,Normal,Shea Butter,2021,India
